1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50165.25),(2 161582.31),(3 323131.5),(4 513811.66),(5 718355.8),(6 947849.8),(7 1197378),(8 1471823.4),(9 1753252.6),(10 2051025.4),(11 2338245.8),(12 2671034.8),(13 3071164),(14 3494588.8),(15 3910824.8),(16 4325682.5),(17 4758217.5),(18 5199523.5),(19 5642848),(20 6118428),(21 6606609.5),(22 7081965.5),(23 7550206.5),(24 8042928.5),(25 8494404),(26 9006461),(27 9488132),(28 9937405),(29 10338812),(30 10749377),(31 11120702),(32 11551763),(33 12013471),(34 12542505),(35 13010556),(36 13471195),(37 13973244),(38 14495288),(39 14973987),(40 15424744),(41 15843829),(42 16223120),(43 16573060),(44 16931288),(45 17330966),(46 17665142),(47 18057232),(48 18317352),(49 18584656),(50 18948634),(51 19316638),(52 19762670),(53 20150522),(54 20587778),(55 20989158),(56 21377038),(57 21831766),(58 22652790),(59 23240326),(60 23876102),(61 24613312),(62 25362454),(63 26264290),(64 27267862),(65 28369726),(66 29710568),(67 31246296),(68 32657574),(69 34254784),(70 36109750),(71 37927280),(72 39876316),(73 41940364),(74 44273412),(75 46766620),(76 49320988),(77 52241536),(78 55464012),(79 58429264),
(1 142164.11),(2 509770.8),(3 1020711.5),(4 1598025.3),(5 2159813.5),(6 2729318),(7 3341152),(8 3962313),(9 4551617.5),(10 5025062),(11 5318608.5),(12 5518080),(13 5658528.5),(14 5781405),(15 5897227),(16 6010412.5),(17 6090900),(18 6104060.5),(19 6037128.5),(20 5984665),(21 5913966.5),(22 5860936.5),(23 5814531),(24 5749016),(25 5677948.5),(26 5619124),(27 5581721.5),(28 5544037.5),(29 5445578.5),(30 5308892.5),(31 5159889.5),(32 5094199.5),(33 5078031),(34 5082967.5),(35 5094978.5),(36 5104247.5),(37 5130464),(38 5208463.5),(39 5316053.5),(40 5433626.5),(41 5574551),(42 5738710.5),(43 5864299),(44 5934691),(45 5948305.5),(46 5929891),(47 5857984.5),(48 5777933),(49 5656214),(50 5576291),(51 5522803.5),(52 5532985.5),(53 5581786),(54 5646519),(55 5740186.5),(56 5844200.5),(57 5931763),(58 5987607.5),(59 5998670),(60 5983337),(61 5955895.5),(62 5905031.5),(63 5857062.5),(64 5783362),(65 5708276),(66 5636136.5),(67 5560677),(68 5489800.5),(69 5423068.5),(70 5378424),(71 5316247.5),(72 5252620.5),(73 5214286),(74 5215845),(75 5237270.5),(76 5279372),(77 5327117),(78 5397554),(79 5510921),
(1 148320.88),(2 533038.7),(3 1063985.5),(4 1655263.9),(5 2229147.3),(6 2790027.8),(7 3373134.3),(8 3981660.8),(9 4555897.5),(10 5040918.5),(11 5398309.5),(12 5657220.5),(13 5872896),(14 6101042),(15 6305600.5),(16 6486784),(17 6602668),(18 6641035.5),(19 6602050.5),(20 6559041.5),(21 6510894),(22 6441352.5),(23 6325808),(24 6173357.5),(25 6041705.5),(26 5953340.5),(27 5907400),(28 5866041.5),(29 5798864),(30 5711395.5),(31 5620372),(32 5589430),(33 5589920),(34 5588761.5),(35 5623670.5),(36 5677329.5),(37 5759036),(38 5890124.5),(39 6043045.5),(40 6181970.5),(41 6340006),(42 6492410.5),(43 6631437.5),(44 6745520),(45 6809198.5),(46 6797560),(47 6724893.5),(48 6640298.5),(49 6550666.5),(50 6479150.5),(51 6376144.5),(52 6267661.5),(53 6171224),(54 6106841.5),(55 6065378.5),(56 6039054),(57 6017325.5),(58 5979440),(59 5945454),(60 5919776.5),(61 5885513.5),(62 5849598),(63 5798260.5),(64 5705870.5),(65 5580716),(66 5444044),(67 5311053.5),(68 5187540.5),(69 5086464),(70 5023546),(71 5005821),(72 5038004),(73 5161652.5),(74 5346438.5),(75 5544507.5),(76 5738535.5),(77 5917450),(78 6047742.5),(79 6105824),
(1 143848.9),(2 513519.63),(3 1009627.6),(4 1554986.3),(5 2080850.5),(6 2582374),(7 3081393.3),(8 3563865.3),(9 3971428.8),(10 4278937),(11 4526457.5),(12 4724439.5),(13 4880995),(14 5073699),(15 5297769.5),(16 5515550.5),(17 5742747),(18 5968225.5),(19 6162129.5),(20 6334552.5),(21 6480178.5),(22 6611506.5),(23 6715956),(24 6772808.5),(25 6776231.5),(26 6758157),(27 6748507),(28 6736068),(29 6703557),(30 6622384.5),(31 6520131),(32 6421023.5),(33 6336502),(34 6238322.5),(35 6175325),(36 6126665.5),(37 6096691),(38 6062674.5),(39 6026283.5),(40 5992514),(41 5974085),(42 5984528),(43 6016632.5),(44 6016750.5),(45 5976551.5),(46 5896420),(47 5830366.5),(48 5794749.5),(49 5765096.5),(50 5727403.5),(51 5662555),(52 5589572),(53 5527061),(54 5475592.5),(55 5433906),(56 5372161.5),(57 5300109.5),(58 5240893),(59 5210167),(60 5188691),(61 5156518.5),(62 5115278.5),(63 5050136.5),(64 4971108.5),(65 4899360.5),(66 4837538),(67 4805630.5),(68 4797915.5),(69 4816060),(70 4833750),(71 4839786),(72 4851423.5),(73 4874550.5),(74 4912523),(75 4971344.5),(76 5021235),(77 5049099.5),(78 5048739.5),(79 5020723.5),
(1 146468.36),(2 521826.13),(3 1024404.25),(4 1583006.9),(5 2129835.5),(6 2646774),(7 3121447.8),(8 3537385),(9 3835558.8),(10 4036448),(11 4187684.5),(12 4303500),(13 4401805),(14 4543610),(15 4732538),(16 4942061.5),(17 5202211),(18 5508097.5),(19 5778935.5),(20 6014930),(21 6260038),(22 6485351),(23 6642823),(24 6721167.5),(25 6697015.5),(26 6644590),(27 6594688.5),(28 6544818),(29 6467531),(30 6351601.5),(31 6207984.5),(32 6079889.5),(33 5988273.5),(34 5911170.5),(35 5841973),(36 5739041.5),(37 5588233),(38 5431888.5),(39 5277743.5),(40 5149988.5),(41 5027492.5),(42 4921632.5),(43 4855390.5),(44 4806670),(45 4762467),(46 4735049.5),(47 4748061.5),(48 4790796.5),(49 4855096.5),(50 4916404),(51 4956353.5),(52 4983316.5),(53 4997282),(54 4990600),(55 4972974),(56 4908460.5),(57 4837990),(58 4744737.5),(59 4680998),(60 4648671),(61 4631399.5),(62 4606089.5),(63 4577734),(64 4533594.5),(65 4496828),(66 4473404),(67 4470364),(68 4495113.5),(69 4540355),(70 4613049),(71 4679710.5),(72 4724151),(73 4743433.5),(74 4754064),(75 4765792.5),(76 4751580),(77 4699183.5),(78 4639622.5),(79 4585543),
(1 154904.78),(2 545658.06),(3 1070317),(4 1656041.8),(5 2225519),(6 2738778),(7 3152780.8),(8 3465964.8),(9 3674600.3),(10 3846290.3),(11 4018850.3),(12 4166593.8),(13 4285978),(14 4393547.5),(15 4516549.5),(16 4663171),(17 4867594),(18 5092972),(19 5309415.5),(20 5525970),(21 5687976.5),(22 5773441),(23 5838514),(24 5847209.5),(25 5813328.5),(26 5766970),(27 5716497),(28 5695444.5),(29 5691185),(30 5707111.5),(31 5734928.5),(32 5764294),(33 5783410),(34 5776191.5),(35 5709567),(36 5593456),(37 5461496.5),(38 5327874.5),(39 5180837.5),(40 5040713),(41 4878274.5),(42 4740809.5),(43 4636439),(44 4558861.5),(45 4509754),(46 4468904.5),(47 4423037),(48 4383542),(49 4361504.5),(50 4353108.5),(51 4380252.5),(52 4423255),(53 4476804),(54 4534798),(55 4603462.5),(56 4669649),(57 4717386.5),(58 4745996),(59 4739839.5),(60 4725615.5),(61 4660126),(62 4552601),(63 4426868),(64 4300910),(65 4205356),(66 4141570.3),(67 4080845.3),(68 4033371),(69 4011997.8),(70 4035476.3),(71 4054914),(72 4079377.8),(73 4108291.5),(74 4131712),(75 4158653.3),(76 4149086.8),(77 4083770.8),(78 4001261.8),(79 3903301.3),
(1 156944.61),(2 556031.44),(3 1098904.9),(4 1704125.8),(5 2303080.8),(6 2883085.3),(7 3403610.3),(8 3818773.3),(9 4086280.8),(10 4260906),(11 4384499.5),(12 4461197),(13 4472205.5),(14 4439638),(15 4444227),(16 4511869),(17 4599357.5),(18 4689540.5),(19 4789769),(20 4876195),(21 4920100.5),(22 4911183),(23 4857594.5),(24 4762774.5),(25 4650822.5),(26 4524118.5),(27 4402263.5),(28 4305049),(29 4262355.5),(30 4281754),(31 4354488),(32 4463660),(33 4570714.5),(34 4664018),(35 4726290.5),(36 4747894.5),(37 4741461.5),(38 4693824.5),(39 4612736),(40 4503925),(41 4392528),(42 4294620.5),(43 4208501),(44 4119593),(45 4020443),(46 3937158.3),(47 3864995.3),(48 3804988.3),(49 3740467.8),(50 3682585.5),(51 3674326.8),(52 3703557.8),(53 3733555.8),(54 3767039),(55 3814446.3),(56 3863357.8),(57 3907290.8),(58 3946662.3),(59 3984698.3),(60 4034243.8),(61 4029615.5),(62 3986212.8),(63 3906268.8),(64 3793090.3),(65 3697139.5),(66 3640355.3),(67 3600943.5),(68 3587016.8),(69 3610116.3),(70 3651429.3),(71 3684295),(72 3714133.3),(73 3753076.3),(74 3800083.8),(75 3855081.5),(76 3859979.3),(77 3791687.5),(78 3695329),(79 3610874.5),
(1 163258.16),(2 584170.1),(3 1146364.8),(4 1742596),(5 2299521),(6 2794406.8),(7 3192356.5),(8 3458482.5),(9 3584851),(10 3640463.5),(11 3691620.8),(12 3742975.5),(13 3806091.8),(14 3898205.3),(15 4032003.8),(16 4209213),(17 4337482.5),(18 4420079.5),(19 4469243),(20 4474994.5),(21 4455315.5),(22 4389899.5),(23 4254747.5),(24 4079924.3),(25 3904223),(26 3750038.5),(27 3624540.5),(28 3576726),(29 3591914.5),(30 3651646),(31 3747199),(32 3866170.3),(33 3994022.5),(34 4136305),(35 4250091),(36 4299988.5),(37 4278795.5),(38 4241982),(39 4215175),(40 4181121.8),(41 4148599.5),(42 4093008.8),(43 4056483),(44 3990964.8),(45 3904512.3),(46 3807074),(47 3667608.8),(48 3522868.8),(49 3362376),(50 3216124.5),(51 3141773.8),(52 3141613.5),(53 3157261.5),(54 3194114.8),(55 3246504.5),(56 3296982.3),(57 3349667.5),(58 3407022.3),(59 3432499),(60 3461958.5),(61 3468175),(62 3441034.3),(63 3385577.3),(64 3338615.3),(65 3320603.5),(66 3335487.3),(67 3343945.8),(68 3379608),(69 3431837.5),(70 3487235.3),(71 3515784.3),(72 3535989.3),(73 3552293.3),(74 3564613.8),(75 3562368.5),(76 3565356.8),(77 3580575.8),(78 3621677),(79 3667865.5),
(1 179087.97),(2 622876.44),(3 1169528.8),(4 1714766.8),(5 2215165),(6 2645248.5),(7 2998640.8),(8 3270479.3),(9 3453722.8),(10 3565716.8),(11 3633839.5),(12 3678169),(13 3737377.3),(14 3801937.3),(15 3853133.3),(16 3882560.5),(17 3894723),(18 3902483.5),(19 3945803.3),(20 3998769.3),(21 4041308.8),(22 4032556),(23 3964213.3),(24 3866743.8),(25 3760268),(26 3657515.8),(27 3585770),(28 3574243),(29 3603476.5),(30 3691926.8),(31 3805062),(32 3904647.3),(33 3955772),(34 3978813.5),(35 3971425.8),(36 3930580.5),(37 3901456),(38 3905161.8),(39 3916762.8),(40 3915184.5),(41 3896125.8),(42 3844712.5),(43 3788567.3),(44 3706556.3),(45 3586459.8),(46 3454844.8),(47 3334173),(48 3213260),(49 3121020.3),(50 3054097.5),(51 3043622.8),(52 3065185.5),(53 3086647),(54 3126721.5),(55 3183405.8),(56 3238229.3),(57 3294589.8),(58 3348762.3),(59 3399308.5),(60 3448453.3),(61 3470037.8),(62 3451892.5),(63 3424964.8),(64 3381826),(65 3330691.5),(66 3304885.8),(67 3306726.3),(68 3330386.3),(69 3363306.3),(70 3384886.5),(71 3399826.5),(72 3426062.3),(73 3466857),(74 3502930.5),(75 3522348.3),(76 3545759.3),(77 3543375),(78 3526591.3),(79 3499719.3),
(1 175541.5),(2 601805.9),(3 1113356.8),(4 1618265.8),(5 2072601.9),(6 2460838),(7 2788952.5),(8 3034965.5),(9 3225357.5),(10 3354490.3),(11 3439680.3),(12 3531064),(13 3610899.5),(14 3671310),(15 3694361.8),(16 3685728.5),(17 3654138.8),(18 3606848.5),(19 3580702.3),(20 3578032.3),(21 3571801),(22 3552910.8),(23 3515377.3),(24 3490201.5),(25 3500673),(26 3558952),(27 3626979.3),(28 3703061),(29 3801445.5),(30 3926789.3),(31 4017001.3),(32 4040690.5),(33 4030412),(34 4012527),(35 3978815.5),(36 3948303.5),(37 3924266),(38 3929284.8),(39 3960608),(40 3989902),(41 4005307.5),(42 4003853.3),(43 3969720),(44 3901891.8),(45 3812457.8),(46 3710919),(47 3597637),(48 3498636.5),(49 3421841.5),(50 3360851),(51 3326696.3),(52 3315228.3),(53 3316266.5),(54 3357440.3),(55 3410684),(56 3469892.8),(57 3521456),(58 3567552.3),(59 3613805.3),(60 3645915.3),(61 3634832.8),(62 3580779.8),(63 3501335.5),(64 3409804.5),(65 3347072.3),(66 3332194.5),(67 3356423),(68 3413426.5),(69 3471172),(70 3509479),(71 3521112.3),(72 3527967),(73 3527410),(74 3527291.8),(75 3524122),(76 3539855.8),(77 3559877.3),(78 3591949.8),(79 3638061),
(1 170506.03),(2 582550.8),(3 1084692.9),(4 1580860.3),(5 1995301.3),(6 2336825),(7 2621921.5),(8 2844883),(9 3032466.3),(10 3189060.3),(11 3315381.5),(12 3413861.3),(13 3457610.5),(14 3433903.5),(15 3354348.8),(16 3265021),(17 3184359.8),(18 3126771.5),(19 3116980),(20 3150318.8),(21 3186576.8),(22 3196406.5),(23 3159993.3),(24 3129709.5),(25 3113684.5),(26 3103930.8),(27 3113542),(28 3138539.8),(29 3187255.8),(30 3241730.5),(31 3249941.3),(32 3230733.3),(33 3206531.5),(34 3173358.8),(35 3140356.3),(36 3112056.8),(37 3095891.5),(38 3123165.8),(39 3196129.8),(40 3273107),(41 3320206),(42 3334981.3),(43 3306975.3),(44 3240649.8),(45 3154872.3),(46 3061246.5),(47 2968372.5),(48 2902151.5),(49 2850164),(50 2800531.3),(51 2760457),(52 2724679.3),(53 2697787.8),(54 2700117.8),(55 2737688.3),(56 2801739.3),(57 2869314.8),(58 2909410.5),(59 2922311.3),(60 2925449.5),(61 2917907),(62 2913201),(63 2904770.3),(64 2890190.5),(65 2888027),(66 2897043.5),(67 2906419.5),(68 2907759),(69 2905238.3),(70 2906348),(71 2916690.5),(72 2940084.8),(73 2966977.5),(74 2976530.5),(75 2972120.8),(76 2971131.3),(77 2982905),(78 3004764),(79 3050055.5),
(1 159367.94),(2 533802.56),(3 987885),(4 1436086.6),(5 1797566),(6 2095850),(7 2316527.3),(8 2494756.8),(9 2663014.8),(10 2774933),(11 2844024.8),(12 2889695.8),(13 2927792.3),(14 2939903),(15 2915700),(16 2874841.3),(17 2827798.5),(18 2784196.5),(19 2748716),(20 2725048.8),(21 2695035.8),(22 2653066.8),(23 2616867.3),(24 2603992.3),(25 2596532),(26 2599315.8),(27 2605495.3),(28 2603433.5),(29 2597652.5),(30 2564217.5),(31 2514301),(32 2483796),(33 2455978.5),(34 2425564),(35 2420542.3),(36 2437535),(37 2473429.5),(38 2542670.3),(39 2639671.5),(40 2740208.3),(41 2829220.8),(42 2907232.5),(43 2970279.3),(44 3017148.3),(45 3035110.8),(46 3013015.8),(47 2980843.5),(48 2964764),(49 2964830.3),(50 2960677.5),(51 2946540.3),(52 2918406),(53 2879340),(54 2834737.3),(55 2801939.8),(56 2786613),(57 2783928.3),(58 2783430),(59 2778798.3),(60 2739946.5),(61 2668033.3),(62 2584630.3),(63 2512868),(64 2478023.3),(65 2477949.3),(66 2502583.8),(67 2527340.8),(68 2559414.5),(69 2597382.8),(70 2647744.5),(71 2676256.8),(72 2706676.3),(73 2734861.3),(74 2729557.8),(75 2705794.8),(76 2695312.8),(77 2718375.5),(78 2774542),(79 2861090.3),
(1 155392.47),(2 526470.6),(3 975179),(4 1414551.6),(5 1786983.6),(6 2073884.6),(7 2264068.5),(8 2393670.3),(9 2481288.8),(10 2543529.3),(11 2585621.5),(12 2577225),(13 2553868),(14 2540511),(15 2517986),(16 2487878.5),(17 2477704.3),(18 2469944.5),(19 2447266.3),(20 2423759.3),(21 2400096),(22 2375231.3),(23 2370643),(24 2388219.3),(25 2413104.8),(26 2439218.5),(27 2436395),(28 2413060.8),(29 2375320.8),(30 2314229.8),(31 2263180.8),(32 2228122.5),(33 2213675.5),(34 2231668.5),(35 2263449),(36 2293000.8),(37 2317001.5),(38 2348148.3),(39 2399946.3),(40 2477913),(41 2561587.3),(42 2653463),(43 2736963),(44 2815156.5),(45 2843958),(46 2830853.3),(47 2811856),(48 2804772),(49 2791792.8),(50 2758225.8),(51 2731785.8),(52 2715197),(53 2693721),(54 2649391),(55 2597772),(56 2563239),(57 2552379.5),(58 2541904),(59 2555195.3),(60 2577864),(61 2579709),(62 2558922.5),(63 2508999.8),(64 2446261),(65 2376775),(66 2319300.8),(67 2283150.3),(68 2271293),(69 2273904.5),(70 2305214),(71 2375802),(72 2484111.5),(73 2562760),(74 2605411),(75 2640972.8),(76 2677442.3),(77 2723769),(78 2772532.8),(79 2825118.5),
(1 170648.63),(2 581317.4),(3 1078440.1),(4 1545599.9),(5 1918366.1),(6 2180098.5),(7 2342468),(8 2442140),(9 2477836),(10 2466271),(11 2443202.5),(12 2397941.5),(13 2329965),(14 2257329),(15 2207518.8),(16 2170618),(17 2147042.5),(18 2128528.3),(19 2130412.5),(20 2151817.8),(21 2185456.8),(22 2248924),(23 2318853.5),(24 2356603.8),(25 2355160.5),(26 2321016.8),(27 2262269.3),(28 2214288),(29 2188986.3),(30 2191191.8),(31 2206743),(32 2217573.3),(33 2241931.5),(34 2253762.8),(35 2254016.3),(36 2252254.3),(37 2268436),(38 2305263.3),(39 2363490.3),(40 2424182.5),(41 2484604.8),(42 2535172),(43 2566219.5),(44 2582017),(45 2570699.3),(46 2543576.8),(47 2499785),(48 2444764.3),(49 2369752),(50 2319255.5),(51 2298315.3),(52 2281616.5),(53 2233497),(54 2176266.5),(55 2139886.3),(56 2129548.8),(57 2161385),(58 2224040.3),(59 2290807),(60 2344594.5),(61 2366362.5),(62 2355168.3),(63 2314021.5),(64 2262182),(65 2214157),(66 2177117.5),(67 2152503),(68 2140259),(69 2141853.8),(70 2159831),(71 2203451.3),(72 2257747.3),(73 2325176.3),(74 2396617),(75 2442871.5),(76 2462089.8),(77 2457819.3),(78 2459538.8),(79 2479119),
(1 161342.53),(2 540811.7),(3 984149),(4 1377629.1),(5 1673041.1),(6 1855497.8),(7 1963833.3),(8 2047567.3),(9 2117973.8),(10 2176893.8),(11 2227354),(12 2260163.5),(13 2267456.3),(14 2233322.3),(15 2199071),(16 2192568.3),(17 2199115.3),(18 2180685.8),(19 2171721),(20 2175031),(21 2194546.8),(22 2206965.8),(23 2222690.5),(24 2224775.5),(25 2210017),(26 2181037.5),(27 2126597.5),(28 2084466.3),(29 2068621.1),(30 2076650),(31 2107797),(32 2152894.5),(33 2182552),(34 2188013.5),(35 2185733.5),(36 2184481.5),(37 2197917.5),(38 2226952),(39 2257531.3),(40 2271178),(41 2274290.5),(42 2263386.3),(43 2240585),(44 2222755.3),(45 2216526.5),(46 2232464.3),(47 2249882),(48 2255146.8),(49 2232339),(50 2205315.3),(51 2168658.3),(52 2119607.5),(53 2068697.8),(54 2040963.3),(55 2024129.8),(56 2009124.5),(57 2021403),(58 2037145.6),(59 2038411),(60 2032991.3),(61 2010609.1),(62 1989581),(63 1990364.6),(64 2020827),(65 2048785.1),(66 2047251.8),(67 2023296.4),(68 1990638.6),(69 1973213.4),(70 1969456.5),(71 1979244.8),(72 2001265.6),(73 2042055.9),(74 2085824.5),(75 2114733.5),(76 2133245.5),(77 2125281.3),(78 2118336.8),(79 2124528.8),
(1 151589.69),(2 512349.25),(3 930634.4),(4 1290965.8),(5 1563075.5),(6 1720517),(7 1797795.4),(8 1831449.8),(9 1860074.9),(10 1893309.5),(11 1922997.9),(12 1930129.1),(13 1938071.1),(14 1940956.6),(15 1948590.4),(16 1957897.6),(17 1970092.5),(18 1971926.4),(19 1964728.5),(20 1958389.8),(21 1945890),(22 1921435),(23 1901140.3),(24 1867016.1),(25 1819716.8),(26 1775348.3),(27 1738886.8),(28 1728586.9),(29 1723507.4),(30 1711304.9),(31 1692250.3),(32 1693601.8),(33 1707132.5),(34 1728007.1),(35 1749330.3),(36 1769702.8),(37 1815345.8),(38 1873840.9),(39 1922526.9),(40 1955610.3),(41 1968561.8),(42 1975046.6),(43 1981255.5),(44 1974638.9),(45 1964687.3),(46 1968295.5),(47 1976353.8),(48 1990653.4),(49 1987748.1),(50 1975824.1),(51 1978096.8),(52 1971031.5),(53 1955174.8),(54 1930627.5),(55 1898327.5),(56 1869468.1),(57 1853073.1),(58 1848317.1),(59 1855594),(60 1844801.8),(61 1820640.4),(62 1816292.3),(63 1840973.4),(64 1891578.6),(65 1929201.4),(66 1939631.9),(67 1936064.4),(68 1928497.1),(69 1933783.9),(70 1929732.6),(71 1920872.8),(72 1917014.8),(73 1930413.1),(74 1927119.6),(75 1927878.6),(76 1917823.9),(77 1898846.6),(78 1897521.8),(79 1929000),
(1 143367.47),(2 467517),(3 814903.6),(4 1104589),(5 1319940.6),(6 1445288.8),(7 1526304.6),(8 1580738.3),(9 1635538.1),(10 1686958.5),(11 1711433.1),(12 1714901),(13 1726752.8),(14 1739077.4),(15 1754069),(16 1774519.4),(17 1797902.1),(18 1793946.9),(19 1770425.9),(20 1744334.3),(21 1730746.3),(22 1733780.3),(23 1737160.3),(24 1723962.5),(25 1692345.9),(26 1635926.9),(27 1557107.8),(28 1470531.8),(29 1418708.8),(30 1406509),(31 1437130.6),(32 1517073.1),(33 1605027.6),(34 1667826.6),(35 1709829.1),(36 1751251.8),(37 1799314.6),(38 1836299),(39 1856052.6),(40 1865411.4),(41 1860640.8),(42 1849771.6),(43 1828540.8),(44 1804346.3),(45 1798630.1),(46 1824043),(47 1861660.6),(48 1895848.4),(49 1921418.6),(50 1945959.3),(51 1951140.3),(52 1911459.3),(53 1836821.4),(54 1756104.4),(55 1669588.3),(56 1590404),(57 1522316.6),(58 1469540.8),(59 1450275.8),(60 1459784),(61 1496921.1),(62 1544100.4),(63 1595663),(64 1650719.8),(65 1688942.9),(66 1710789.1),(67 1716176.8),(68 1706861.4),(69 1703438.5),(70 1686034.9),(71 1670530.5),(72 1664883.3),(73 1662575.4),(74 1656787.8),(75 1670003.4),(76 1689663.6),(77 1720457),(78 1772606.5),(79 1840813),
(1 149174.9),(2 478324.5),(3 832670.5),(4 1140056.9),(5 1363307.1),(6 1491245.1),(7 1564509.1),(8 1606443.5),(9 1641698.9),(10 1659463.1),(11 1654565),(12 1627099),(13 1599335.3),(14 1603165.5),(15 1615630),(16 1626302.3),(17 1635595.4),(18 1618197.1),(19 1595594.3),(20 1577498),(21 1566507.8),(22 1574817.4),(23 1599586.6),(24 1625989.1),(25 1640792),(26 1636846),(27 1600333.9),(28 1576963.5),(29 1579197.1),(30 1600646.6),(31 1636840.8),(32 1665579),(33 1673548.5),(34 1658666.5),(35 1629885.9),(36 1607051),(37 1608698.5),(38 1631099.9),(39 1656376.9),(40 1671621.9),(41 1694785.1),(42 1728113.1),(43 1773791.1),(44 1801663.6),(45 1812749.9),(46 1826426.6),(47 1828945.6),(48 1808974.3),(49 1779522.9),(50 1746892.6),(51 1720141.4),(52 1683614.8),(53 1619596.1),(54 1559055.3),(55 1516648.9),(56 1470338),(57 1442753),(58 1458920.4),(59 1502228.6),(60 1551987.5),(61 1605473.4),(62 1662526.3),(63 1713922.5),(64 1734976),(65 1715945.1),(66 1669379.9),(67 1616898.5),(68 1580922.1),(69 1580764.5),(70 1593293.5),(71 1595880.5),(72 1603873.1),(73 1611962.1),(74 1613399.5),(75 1604234.9),(76 1597013),(77 1595837.5),(78 1604600.4),(79 1610944.8),
